
SRC_AREA     SRC_NWSE     TARGET_ARE   ENTRY_NAME   TRV_TIME     DEF_ENTRY    ENC1         ENC2         ENC3         ENC4         ENC5         ENC_PROB
AR2000       S            C0GB00       En1          4            1            N            N            N            N            N            0
AR2000       W            C0GB00       En1          4            1            N            N            N            N            N            0
C0GB00       N            AR2000       ExitSW       4            1            N            N            N            N            N            0
C0GB00       E            AR2000       ExitSW       4            1            N            N            N            N            N            0
C0GB00       S            AR2000       ExitSW       4            1            N            N            N            N            N            0
C0GB00       W            AR2000       ExitSW       4            1            N            N            N            N            N            0
C0GB00       N            AR1304       ExitSE       2            1            N            N            N            N            N            0
C0GB00       E            AR1304       ExitSE       2            1            N            N            N            N            N            0
C0GB00       S            AR1304       ExitSE       2            1            N            N            N            N            N            0
C0GB00       W            AR1304       ExitSE       2            1            N            N            N            N            N            0
C0GB00       N            AR0020       ExitNE       4            1            N            N            N            N            N            0
C0GB00       E            AR0020       ExitNE       4            1            N            N            N            N            N            0
C0GB00       S            AR0020       ExitNE       4            1            N            N            N            N            N            0
C0GB00       W            AR0020       ExitNE       4            1            N            N            N            N            N            0
C0GB00       N            AR1200       ExitW        4            1            N            N            N            N            N            0
C0GB00       E            AR1200       ExitW        4            1            N            N            N            N            N            0
C0GB00       S            AR1200       ExitW        4            1            N            N            N            N            N            0
C0GB00       W            AR1200       ExitW        4            1            N            N            N            N            N            0
C0GB00       N            AR1300       ExitSE       2            1            N            N            N            N            N            0
C0GB00       E            AR1300       ExitSE       2            1            N            N            N            N            N            0
C0GB00       S            AR1300       ExitSE       2            1            N            N            N            N            N            0
C0GB00       W            AR1300       ExitSE       2            1            N            N            N            N            N            0
C0GB00       N            AR1100       ExitSE       4            1            N            N            N            N            N            0
C0GB00       E            AR1100       ExitSE       4            1            N            N            N            N            N            0
C0GB00       S            AR1100       ExitSE       4            1            N            N            N            N            N            0
C0GB00       W            AR1100       ExitSE       4            1            N            N            N            N            N            0
C0GB00       N            AR1000       ExitN        4            1            N            N            N            N            N            0
C0GB00       E            AR1000       ExitN        4            1            N            N            N            N            N            0
C0GB00       S            AR1000       ExitN        4            1            N            N            N            N            N            0
C0GB00       W            AR1000       ExitN        4            1            N            N            N            N            N            0
C0GB00       N            AR0900       ExitNW       4            1            N            N            N            N            N            0
C0GB00       E            AR0900       ExitNW       4            1            N            N            N            N            N            0
C0GB00       S            AR0900       ExitNW       4            1            N            N            N            N            N            0
C0GB00       W            AR0900       ExitNW       4            1            N            N            N            N            N            0
C0GB00       N            AR0800       ExitS        4            1            N            N            N            N            N            0
C0GB00       E            AR0800       ExitS        4            1            N            N            N            N            N            0
C0GB00       S            AR0800       ExitS        4            1            N            N            N            N            N            0
C0GB00       W            AR0800       ExitS        4            1            N            N            N            N            N            0
C0GB00       N            AR0500       ExitNE       4            1            N            N            N            N            N            0
C0GB00       E            AR0500       ExitNE       4            1            N            N            N            N            N            0
C0GB00       S            AR0500       ExitNE       4            1            N            N            N            N            N            0
C0GB00       W            AR0500       ExitNE       4            1            N            N            N            N            N            0
C0GB00       N            AR0300       ExitN        4            1            N            N            N            N            N            0
C0GB00       E            AR0300       ExitN        4            1            N            N            N            N            N            0
C0GB00       S            AR0300       ExitN        4            1            N            N            N            N            N            0
C0GB00       W            AR0300       ExitN        4            1            N            N            N            N            N            0
C0GB00       N            AR0400       ExitS        4            1            N            N            N            N            N            0
C0GB00       E            AR0400       ExitS        4            1            N            N            N            N            N            0
C0GB00       S            AR0400       ExitS        4            1            N            N            N            N            N            0
C0GB00       W            AR0400       ExitS        4            1            N            N            N            N            N            0
C0GB00       N            AR0700       ExitE        4            1            N            N            N            N            N            0
C0GB00       E            AR0700       ExitE        4            1            N            N            N            N            N            0
C0GB00       S            AR0700       ExitE        4            1            N            N            N            N            N            0
C0GB00       W            AR0700       ExitE        4            1            N            N            N            N            N            0
